Name and Taxonomic classification,,,,,,Environment,,,,,,Impact - Status- Year & Country of first introduction in Europe,,,,,,,,Pathways of introduction in Europe,,,,,,,,,,,,,,,,,,,,,,
NAME,Kingdom,Phylum,Class,Order,Family,TER,FW,MAR,EST,PAR,NA,IMPACT,STATUS,YEAR OF INTRODUCTION,CATEGORY,COUNTRY,NOTES,CITATION,PARTLY NATIVE,RELEASE: Biocontrol,RELEASE: Game animals,RELEASE: Landscaping-Erosion control,"RELEASE: Pets, Terrarium-Aquarium species",RELEASE: Other,ESCAPE: Cultivation and Livestock,ESCAPE: Aquaculture,ESCAPE: Ornamental planting,ESCAPE: Use of live food-bait,"ESCAPE: Pets, Terrarium-Aquarium species","ESCAPE: Zoos, botanical gardens",CONTAMINANT: Trade of contaminated commodities,CONTAMINANT: Packaging materials,CONTAMINANT: Aquaculture,STOWAWAY: Shipping,STOWAWAY: Aviation,STOWAWAY: Land transport,CORRIDOR: Lessepsian migrants,CORRIDOR: Inland canals,CORRIDOR: Railroads and Highways,OTHER,UNKNOWN,COMMENTS
Gracilaria vermiculophylla,Plantae,Rhodophyta,Florideophyceae,Gracilariales,Gracilariaceae,0,0,1,0,0,0,,A,1993,2,France,,"Rueness, J., 2005. Life history and molecular sequences of Gracilaria vermiculophylla (Gracilariales, Rhodophyta), a new introduction to European waters. Phycologia 44: 120-128.",,,,,,,,,,,,,,,p,p,,,,,,,,
Gracilentulus atlantidis,Animalia,Arthropoda,Entognatha,Protura,Acerentomidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,p,,
Gracilentulus fjellbergi,Animalia,Arthropoda,Entognatha,Protura,Acerentomidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,p,,
Gracilia minuta,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,1,0,0,0,0,0,,A,1863,3,Spain (Canary Islands),,Cocquempot & Lindelöw (2010) BioRisk 4: 193–218,1,,,,,,,,,,,,,p,,,,,,,,,,
Gracula religiosa,Animalia,Chordata,Aves,Passeriformes,Sturnidae,1,0,0,0,0,0,,Q,1995,2,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),,,,,,,,,,,p,,,,,,,,,,,,,
Grallatoria reptans,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,0,0,1,0,0,0,,C,1995,2,Spain,?,"Haroun, R.J., Gil-Rodríguez, M.C., Díaz de Castro, J. & Prud'homme van Reine, W.F. (2002). A checklist of the marine plants from the Canary Islands (central eastern Atlantic Ocean). Botanica Marina 45: 139-169.",,,,,,,,,,,,,,,,,,,,,,,p,
Grammostola rosea,Animalia,Arthropoda,Arachnida,Araneae,Theraphosidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,,,,,,,,,,,,p,,,,,,,,,,,,,
Grandidierella japonica,Animalia,Arthropoda,Malacostraca,Amphipoda,Aoridae,0,0,1,0,0,0,,A,1997,2,UK,,"Smith et al., 1999. Newsletter of the Porcupine. Natural History Society, p 8-11, Number 2.",,,,,,,,,,,,,,,,p,,,,,,,,
Graniger femoralis,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Graphiola phoenicis,Fungi,Basidiomycota,Exobasidiomycetes,Exobasidiales,Graphiolaceae,1,0,0,0,1,0,,A,1898,2,Denmark,,"Lund Botanical Museum (LD): Lund Botanical Museum (LD), 2013-08-06.  Accessed via http://www.gbif.org/occurrence/788773648 ",,,,,,,,,,,,,p,,,,,,,,,,,
Graphocephala fennahi,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,1,0,0,0,0,0,,A,1933,2,UK,,"Mifsud D, Coquempot C, Mühlethaler R, Wilson M, Streito J-C, 2010, Other Hemiptera Sternorrhyncha (Aleyrodidae, Phylooxeroidea, and Psylloidea) and Hemiptera Auchenorrhyncha., BioRisk, 4, 511-552",1,,,,,,,,,,,,p,,,,,,,,,,,
Grapholita delineana,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,,A,1960,2,Ukraine,,"Kryachko, Z., M. Ignatenko, A. Markin, and V. Zaets, 1965. Notes on the hemp tortrix. Zashchita Rasteniî Vredit. Bolez. 5:51-54. ",,,,,,,,,,,,,p,,,,,,,,,,,
Grapholita molesta,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,1,0,0,0,0,0,HI,A,1920,3,Slovenia,,Lopez- Vaamonde et al (2010) Biorisk 4: 603-668,,,,,,,,,,,,,p,,,,,,,,,,,
Grapsus granulosus,Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,0,0,1,0,0,0,,A,2006,2,Tunisia,,"Zaouali, J., Ben Souissi, J.,  Galil, B.S., d’Udekem d’Acoz, C. &  ben Abdallah, A., 2007. Grapsoid crabs (Crustacea: Decapoda: Brachyura) new to the Sirte Basin, southern Mediterranean Sea-the roles of vessel traffic and climate change. JMBA, Biodiversity Re",,,,,,,,,,,,,,,,p,,,,,,,,
Graptemys geographica,Animalia,Chordata,Reptilia,Testudines,Emydidae,1,1,0,0,0,0,,Q,2007,2,Spain,,DAISIE database,,,,,p,,,,,,,,,,,,,,,,,,,
Graptemys pseudogeographica,Animalia,Chordata,Reptilia,Testudines,Emydidae,1,1,0,0,0,0,,Q,1999,2,Spain,,"Pleguezuelos J. M., R. Márquez Y M. Lizana, (eds.) 2002. Atlas y Libro Rojo de los Anfibios y Reptiles de España. Dirección General de Conservación de la Naturaleza-Asociación Herpetologica Española (2ª impresión), Madrid, 587 pp",,,,,p,,,,,,p,,,,,,,,,,,,,
Grateloupia asiatica,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,,A,1984,2,France,,"Ben Maiz, N., 1986. Flore algale (Rhodophyta, Phaeophyceae, Chlorophyceae, Bryopsidophyceae) de l'etang de Thau (Herault), thesis Ecologie, Aix-Marseille II, 354 p.",,,,,,,,,,,,,,,p,,,,,,,,,
Grateloupia lanceolata,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,,A,1969,2,Italy,,"De Masi, F.  & Gargiulo, M.G., 1982. Grateloupia doryphora (Mont.) Howe (Rhodophyta, Cryptonemiales) en Mediterranee. Allionia (Italy) 25: 105-108.",,,,,,,,,,,,,,,p,,,,,,,,,
Grateloupia minima,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,,A,1998,2,France,,"Verlaque, M., Boudouresque, C.F. & Mineur, F., 2007. Oyster transfers as a vector for marine species introductions: a realistic approach based on the macrophytes. CIESM Workshop Monographs, Monaco, 32: 39-48.",,,,,,,,,,,,,,,p,,,,,,,,,
Grateloupia patens,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,,A,1994,2,France,,"Latala, A., 1995. Photosynthetic light-response curves in marine benthic plants from Thau lagoon, in: Mathis, P. (Ed.). Photosynthesis: from Light to Biosphere Vol. V, pp. 849–852, Kluwer Academic Publ. Netherl.",,,,,,,,,,,,,,,p,,,,,,,,,
Grateloupia subpectinata,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,,A,1947,2,UK,,"Farnham, W.F. & Irvine, L.M., 1968. Occurrence of unusually large plants of Grateloupia in the vicinity of Portsmouth. Nature, London 219: 744–746, http://dx.doi.org/10.1038/219744a0",,,,,,,,,,,,,,,p,,,,,,,,,
Grateloupia turuturu,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceae,0,0,1,0,0,0,HI,A,1969,2,UK,,"Farnham, W.F. & Irvine, M.F., 1973. The addition of the foliose species of Grateloupia in the British marine flora. British Phycological Journal 8: 208–209",,,,,,,,,,,,,,,p,p,,,,,,,,
Grateloupia yinggehaiensis ,Plantae,Rhodophyta,Florideophyceae,Halymeniales,Halymeniaceaea,0,0,1,0,0,0,,A,2008,2,Italy,,,,,,,,,,,,,,,,,,,,,,,,,p,
Greenidea ficicola,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,1,0,0,0,0,0,,A,2004,2,Italy,,"Cœur d'Acier A, Pérez Hidalgo N, Petrovic-Obradovic O, 2010, Aphids (Hemiptera, Aphididae)., BioRisk, 4, 435-474",1,,,,,,,,,,,,p,,,,,,,,,,,
Greenisca placida,Animalia,Arthropoda,Insecta,Hemiptera,Eriococcidae,1,0,0,0,0,0,,Q,2002,2,Italy,,"Matile Ferrero D & Pellizzari G , 2002, Contribution to the knowledge of the scale insects (Hemiptera coccoidea) from the Aosta Valley (Italy)., Boll. zool. agr. Bachicolt., 34, 347-360",1,,,,,,,,,,,,p,,,,,,,,,,,
Gremmeniella abietina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Incertae sedis,1,0,0,0,1,0,HI,C,1933,3,Spain,,"Martínez, J., 1933:  Boletín de la Sociedad Española de Historia Natural 33, 25-29",,,,,,,,,,,,,,,,,,,,,,,p,
Grevillea robusta,Plantae,Magnoliophyta,Magnoliopsida,Proteales,Proteaceae,1,0,0,0,0,0,HI,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,p,
Griffithsia corallinoides,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,0,0,1,0,0,0,,A,1964,3,Italy,,"Giaccone, G. & Sortino, M., 1964. Lav. Ist. Bot. E del Giardino Col. Di Palermo, 21, 1.",,,,,,,,,,,,,,,p,,,,,,,,,
Griffithsia schousboei ,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,0,0,1,0,0,0,,A,2013,,UK,,,,,,,,,,,,,,,,,,,,,,,,,p,
Grindelia squarrosa,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,1,0,0,0,0,0,HI,A,1784,3,Estonia,,,,,,,,,,,p,,,,,,,,,,,,,s,,
Groenlandia densa,Plantae,Magnoliophyta,Liliopsida,Alismatales,Potamogetonaceae,0,1,0,0,0,0,,C,1866,2,Ireland,,Minchin (2007) Aquatic Invasions 2: 341-366,1,,,,,,,,,,,,,,,,,,,,,,p,
Gronops fasciatus,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,Q,,,Spain (Canary Islands),,Sauvard et al. (2010): BioRisk 4: 219-266,1,,,,,,,,,,,,,,,,,,,,,,p,
Grus antigone,Animalia,Chordata,Aves,Gruiformes,Gruidae,1,0,0,0,0,0,,Q,2002,3,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),,,,,,,,,,,,p,,,,,,,,,,,,
Grus leucogeranus,Animalia,Chordata,Aves,Gruiformes,Gruidae,1,0,0,0,0,0,,Q,2002,3,Germany,,Bestandsaufnahme Und Bewertung Von Neozoen In Deutschland (2002),,,,,,,,,,,,p,,,,,,,,,,,,
Grus virgo,Animalia,Chordata,Aves,Gruiformes,Gruidae,1,0,0,0,0,0,,Q,,,Poland,,Http://Www.Nobanis.Org/Nationalinfo.Asp?Countryid=Pl&Taxaid=14860,,,,,,,,,,,,,,,,,,,,,,,p,
Gryllodes sigillatus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,1,0,0,0,0,0,,A,1900,2,Germany,,"Weidner H, 1981, Einschleppung von Heuschrecken (Saltatoria und Phasmida) nach Hamburg., Anz. Schädlkde. Pflanzen-Umweltschutz, 54, 65-67",,,,,,,,,,,,,p,,,,,,,,,,,
Gryllomorpha dalmatina,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,1,0,0,0,0,0,,Q,2001,3,Germany,,"Detzel P, 2001, Verzeichnis der Langfühlerschrecken (Ensifera) und Kurzfühlerschrecken (Caelifera) Deutschlands. , Entomofauna Germanica, 5, 63-90",1,,,,,,,,,,,,p,,,,,,,,,,,
Gryllotalpa gryllotalpa,Animalia,Arthropoda,Insecta,Orthoptera,Gryllotalpidae,1,0,0,0,0,0,,Q,,,Norway,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Gryllus bimaculatus,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,1,0,0,0,0,0,,A,1969,2,Germany,,"Weidner H, 1981, Einschleppung von Heuschrecken (Saltatoria und Phasmida) nach Hamburg., Anz. Schädlkde. Pflanzen-Umweltschutz, 54, 65-67",1,,,,,,,,,,,,,,,,,,,,,,p,
Gryllus campestris,Animalia,Arthropoda,Insecta,Orthoptera,Gryllidae,1,0,0,0,0,0,,A,1897,3,Denmark,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Gryon leptocorisae,Animalia,Arthropoda,Insecta,Hymenoptera,Scelionidae,1,0,0,0,1,0,,A,1981,3,Italy,,Mineo (1981) Redia 64: 117-147.,,,,,,,,,,,,,,,,,,,,,,,p,
Grypotes puncticollis,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,1,0,0,0,0,0,,A,,,UK,,,1,,,,,,,,,,,,p,,,,,,,,,,,
Guepinia helvelloides,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Incertae sedis,1,0,0,0,0,0,,C,1827,2,Norway,,"Natural History Museum, University of Oslo: Mycology herbarium, Oslo (O), 2013-10-27.  Accessed via http://www.gbif.org/occurrence/19729527 ",,,,,,,,,,,,,,,,,,,,,,,p,
Gugolzia harmolitae,Animalia,Arthropoda,Insecta,Hymenoptera,Pteromalidae,1,0,0,0,1,0,,A,1956,2,France,,"Delucchi, V.; Steffan, J.R. 1956, Gugolzia harmolitae, nouveau genre et nouvelle espèce, parasite de Harmolita romana (Walk.). Bulletin de la Société Entomologique de France 61:31",,,,,,,,,,,,,,,,,,,,,,,p,
Guignardia aesculi,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,1,0,0,0,1,0,,A,1935,2,Belgium,,"Petrak, F., 1956: Über ein verheerendes Auftreten der Blattrollkrankheit der Roßkastanien in der südlichen Steiermark.  Sydowia 10, 264-271. Vogelmayr, H.; Krisai-Greilhuber, I., 2002: Pilze. In Essl, F.; Rabitsch, W.  (eds.), Neobiota in Österreich,  Umweltbundesamt, Wien, 181-195.",,,,,,,,,,,,,p,,,,,,,,,,,
Guignardia fulvida,Fungi,Ascomycota,Dothideomycetes,Dothideales,Dothioraceae,1,0,0,0,1,0,,C,1922,2,Ireland,,Lafferty P. on 1922,,,,,,,,,,,,,p,,,,,,,,,,,
Guignardia mangiferae,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,1,0,0,0,0,0,,A,2001,3,Germany,,Okane I et al. (2003).Mycoscience 44:353–363,,,,,,,,,,,,,p,,,,,,,,,,,
Gunnera tinctoria,Plantae,Magnoliophyta,Magnoliopsida,Haloragales,Gunneraceae,1,0,0,0,0,0,HI,A,1849,3,UK,,,,,,,,,,,p,,,,,,,,,,,,,,,
Gymnaspis aechmeae,Animalia,Arthropoda,Insecta,Hemiptera,Diaspididae,1,0,0,0,0,0,,C,1898,3,UK,,Pellizzari & Germain (2010) BioRisk 4: 475-510,1,,,,,,,,,,,,p,,,,,,,,,,,
Gymnetron pascuorum,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,1,0,0,0,0,0,,A,,,Spain (Canary Islands),,,1,,,,,,,,,,,,,,,,,,,,,,p,
Gymnocephalus cernuus,Animalia,Chordata,Actinopterygii,Perciformes,Percidae,0,1,0,0,0,0,HI,A,1970,2,UK,1970s,http://www.fishbase.org/summary/Gymnocephalus-cernua.html,1,,p,,,,,,,,,,,,,,,,,,,,,
Gymnoconia nitens,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Phragmidiaceae,1,0,0,0,1,0,,C,1888,2,Germany,, F. Bubak  (see USDA ARS  BPI 156230),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnocoronis spilanthoides,Plantae,Magnoliophyta,Magnoliopsida,Asterales,Asteraceae,1,1,0,0,0,0,HI,A,1500,3,Hungary,,,,,,,p,,,,p,,,,,,,,,,,,,,,
Gymnodinium aureolum,Chromista,Myzozoa,Peridinea,Gymnodiniida,Gymnodiniaceae,0,0,1,0,0,0,,A,2001,2,Ukraine,,"Terenko, L.M., 2003. Dinoflagellates as monitoring object in the urban area of the port of Odessa (Black Sea, Ukraine). In: Proc. the 4th European Congress of Protistology and 10th European Conference on Ciliate Biology (31 August - 5 September, 2003, S.)",,,,,,,,,,,,,,,,p,,,,,,,,
Gymnodinium catenatum,Chromista,Myzozoa,Peridinea,Gymnodiniida,Gymnodiniaceae,0,0,1,0,0,0,HI,C,1976,2,Spain,,"Estrada, M., Sanchez, F.J. & Fraga, S., 1984: Gymnodinium catenatum Graham en las rías gallegas (NO de España). Inv. Pesq. 48, 31-40.",,,,,,,,,,,,,,,,p,,,,,,,,
Gymnodinium radiatum,Chromista,Myzozoa,Peridinea,Gymnodiniida,Gymnodiniaceae,0,0,1,0,0,0,,A,1998,2,Ukraine,,"Krakhmalnyi, O.F., 2001. Gymnodinium radiatum Kofoid & Swezy (Gymnodiniales, Dinophyta) – new species for Back Sea flora. Ukainsky Botanichesky Zhurnal 58(5): 593-595.",,,,,,,,,,,,,,,,p,,,,,,,,
Gymnodinium uberrimum,Chromista,Myzozoa,Peridinea,Gymnodiniida,Gymnodiniaceae,0,0,1,0,0,0,,A,1994,2,Bulgaria,,"Moncheva S., V. Petrova-Karadjova, A.Palasov. 1995. . In: Harmful Marine Algal Blooms, P Lassus, G.Arzul, E.Denn, P. Gentien [eds], Lavoisier Publ. Inc.,193-198.",,,,,,,,,,,,,,,,p,,,,,,,,
Gymnophycus hapsiphorus,Plantae,Rhodophyta,Florideophyceae,Ceramiales,Wrangeliaceae,0,0,1,0,0,0,,A,1989,2,Spain (Canary Islands),,"Sansón, M. & Re1, J.,1995. Morphological and geographical observations on four species of Ceramiaceae (Rhodophyta) new to Canary Islands. Botanica Marina, 38: 89-95.",,,,,,,,,,,,,,,,p,,,,,,,,
Gymnosporangium asiaticum,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,A,1992,3,Russia,,"IMI (1992, No. 530).",,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium clavariiforme,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1837,2,Czech republic,,Coll: Opiz P. M. (see USDA-ARS BPI 117446 ),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium confusum,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1875,2,Germany,,Coll: Hantzsch Other herbaria: de Thumen Mycotheca Universalis 1429 (see USDA ARS BPI 118133),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium cornutum,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1820,2,Germany,,Fungi of the T. A. Williams Collection; Smithsonian Institution (see USDA ARS  BPI 194550),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium juniperi-virginianae,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,A,2000,3,UK,,"Henderson, D.M. 2000. British Mycological Society, 36 pages. (36425",,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium sabinae,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,A,1819,2,Austria,,Herb. de Thuemen; Sbarbaro Collection (see USDA ARS BPI 118738),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnosporangium tremelloides,Fungi,Basidiomycota,Teliomycetes,Uredinales,Pucciniaceae,1,0,0,0,1,0,,C,1818,2,Czech republic,,Opiz Flor. Crypt. Boh. 93 (see USDA ARS BPI 122947),,,,,,,,,,,,,p,,,,,,,,,,,
Gymnothorax reticularis,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,0,0,1,0,0,0,,A,2013,2,Israel,,"Stern, N., & Goren, M. (2013). First record of the moray eel Gymnothorax reticularis, Bloch, 1795 in the Mediterranean Sea, with a note on its taxonomy and distribution. Zootaxa, 3641(2), 197-200.",,,,,,,,,,,,,,,,,,,p,,,,,
Gynaikothrips ficorum,Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,1,0,0,0,0,0,HI,A,1983,3,France,,Reynaud (2010) BioRisk 4: 767–791.,,,,,,,,,,,,,,,,,,,,,,,p,
Gyps fulvus,Animalia,Chordata,Aves,Ciconiiformes,Accipitridae,1,0,0,0,0,0,,Q,1903,2,Estonia,,"Leibak, E., Lilleleht, V. & Veromann, H. (1994). Birds Of Estonia. Estonian Academy Publishers. Tallinn.",,,,,,,,,,,,,,,,,,,,,,,p,
Gyps rueppellii,Animalia,Chordata,Aves,Ciconiiformes,Accipitridae,1,0,0,0,0,0,,Q,2006,3,Spain,,"De Juana, E. (2006). Aves Raras De España. Un Catálogo De Las Especies De Presentación Ocasional. Lynx Edicions. 473 Pp.",,,,,,,,,,,,p,,,,,,,,,,,,
Gyraulus chinensis,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,A,1983,2,Italy,,"Cianfanelli S et al. (2007). Non-indigenous freshwater molluscs and their distribution in Italy. In: Gherardi F. (ed.), Biological invaders in inland waters: profiles, distribution and threats. Springer, Dordrecht, The Netherlands:103-121",,,,,,,,,,,,,p,,,,,,,,,,,
Gyraulus parvus,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,0,1,0,0,0,0,,A,1981,2,"Austria, Germany",,http://www.nobanis.org/speciesInfo.asp?taxaID=5703,,,,,,,,,,,,,,,,,,,,,,p,,
Gyrodactylus fairporti,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Gyrodactylidae,0,1,0,0,1,0,,A,1973,3,Poland,,Prost (1973) Acta Parasitologica Polonica 21 (22/30): 315-326,,,,,,,,p,,,,,,,,,,,,,,,,
Gyrodactylus gasterostei,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Gyrodactylidae,0,1,0,0,1,0,,A,2002,3,Austria,,"Essl and Rabitsch (2002) Neobiota in Österreich. Umweltbundesamt Wien, 432 pp",,,,,,,,p,,,,,,,,,,,,,,,,
Gyrodactylus luciopercae,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Gyrodactylidae,0,1,0,0,0,0,,C,1991,2,Germany ,,Geiter et al. (2002) Bestandsaufnahme und Bewertung von Neozoen in Deutschland. Texte des Umweltbundesamtes ,,,,,,,,p,,,,,,,,,,,,,,,,
Gyrodactylus mugili,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,0,0,1,0,1,0,,A,1995,2,Ukraine,,"Maltsev, V.I., 1997. Some parasitologic aspects of far-east haarder (Mugil soiuy) introduction into the Azov and Black Sea basin. In: Proceeding the reports on Yang Sciences, Vladivostok: 49-54.",,,,,,,,,,,,,,,p,,,,,,,,,
Gyrodactylus salaris,Animalia,Platyhelminthes,Monogenea,Gyrodactylidea,Gyrodactylidae,0,1,0,1,1,0,HI,A,1972,2,Denmark,,Malmberg (1973) Norwegian Journal of Zoology 21: 325 - 326,1,,,,p,,,,,,,,,,p,,,,,,,,,
Gyrodactylus turnbuli,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Gyrodactylidae,0,1,0,0,1,0,,A,1992,3,Poland,,Laskowski (1992) Przegląd Zoologiczny 36: 243-246,,,,,,,,p,,,,,,,,,,,,,,,,
Gyrodactylus zhukovi,Animalia,Platyhelminthes,Trematoda,Monopisthocotylea,Gyrodactylidae,0,0,1,0,1,0,,A,1995,2,Ukraine,,"Maltsev, V.I., 1997. Some parasitologic aspects of far-east haarder (Mugil soiuy) introduction into the Azov and Black Sea basin. In: Proceeding the reports on Yang Sciences, Vladivostok: 49-54.",,,,,,,,,,,,,,,p,,,,,,,,,
Gyrodinium corallinum,Chromista,Myzozoa,Peridinea,Gymnodiniida,Gymnodiniaceae,0,0,1,0,0,0,,A,1997,2,Sweden,,Swedish data base,,,,,,,,,,,,,,,,p,,,,,,,,
Gyrodinium instriatum,Chromista,Myzozoa,Peridinea,Gonyaulacida,Gonyaulacaceae,0,0,1,0,0,0,,A,2003,2,Ukraine,,"Terenko, L. & Terenko, G., 2005. Harmful dinoflagellates blooms off the Ukrainian Black Sea coast as effect eutrophication. In: International Conference Hazardous algae – a problem for modern ecology. Gdansk, 18-19 May 2005: 29-30.",,,,,,,,,,,,,,,,p,,,,,,,,
Gyrohypnus fracticornis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
Gyrophaena bihamata,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,A,2005,3,Portugal (Azores),,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,,,,,,,,,,,p,
Gyrophaena joyioides,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,Q,1955,2,Denmark,,,1,,,,,,,,,,,,,,,,,,,,,,p,
Gyropus ovalis,Animalia,Arthropoda,Insecta,Phthiraptera,Gyropidae,1,0,0,0,1,0,,C,1838,3,France,,Piaget E (1880) Les Pédiculines. Essai monographique. Leyden : E. J. Brill. 714 pp. ,,,,,,,,,,,,,,,,,,,,,,p,,
Habronema majus,Animalia,Nematoda,Secernentea,Spirurida,Habronematidae,1,0,0,0,1,0,,A,1992,3,Italy,,Ricci M. and Sabatini A. (1992) Parassitologia 34(1-3): 53-60.    ,,,,,,,,,,,,,,,,,,,,,,,p,
Habronema muscae,Animalia,Nematoda,Secernentea,Spirurida,Habronematidae,1,0,0,0,1,0,,A,1992,2,"Sweden, Italy",,1) Höglund J. et al (1997)  Acta Vet Scand 38(2):157-65.  2) Ricci M. and Sabatini A. (1992) Parassitologia 34(1-3): 53-60.    ,,,,,,,,,,,,,,,,,,,,,,,p,
Haddonia sp.,Chromista,Foraminifera,Polythalamea,Loftusiida,Haddoniidae,0,0,1,0,0,0,,A,2002,2,Turkey,,"Meric, E., Avsar, N. & Yokes, B., 2007. Alien foraminifers along the Aegean and southwestern coasts of Turkey. Rapports de la Commission Internationale pour l’Exploration Scientifique de la Mer Mediterranee, 38: 540.",,,,,,,,,,,,,,,,,,,p,,,,,
Hadena compta,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,1,0,0,0,0,0,,Q,1948,3,UK,,"Bretherton,  R.F.,  B.  Goater  &  R.I.  Lorimer  (1979).  Noctuidae: Noctuinae and Hadeninae. Pp.  120-278  in:  Heath,  J.  &  A.M. Emmet (Eds).  The  moths  and butterflies  of  Great Britain and Ireland.  Volume  9,  Sphingidae  -  Noctuidae (Part I).  Curwen  Books, England. ",1,,,,,,,,,,,,,,,,,,,,,,p,
Hadrognathus longipalpis,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,1,0,0,0,0,0,,Q,1989,2,UK,,"Denux O, Zagatti P, 2010, Coleoptera families other than Cerambycidae, Curculionidae sensu lato, Chrysomelidae sensu lato and Coccinellidae., BioRisk, 4, 315-406",1,,,,,,,,,,,,p,,,,,,,,,,,
